"name","caption","isglobal","note"
"extraction point tube hit ceiling",,,"Disabled-[Extraction tube hits ceiling]"
"extraction point tube impact global",,,
"extraction point tube impact","[extraction tube closes]",,
"extraction point tube raise global",,,
"extraction point tube raise","[extraction tube opens]",,
"extraction point tube retract",,,
"fire hit01",,,
"fire hit02",,,
"fire hit03",,,
"fire loop",,,
"Flamethrower - Flamethrower - Break - Heavy01_2",,,
"Flamethrower - Flamethrower - Break - Heavy02_2",,,
"Flamethrower - Flamethrower - Break - Heavy03_2",,,
"Flamethrower - Flamethrower - Break - Light01_2",,,
"Flamethrower - Flamethrower - Break - Light02_2",,,
"Flamethrower - Flamethrower - Break - Light03_2",,,
"Flamethrower - Flamethrower - Break - Medium01_2",,,
"Flamethrower - Flamethrower - Break - Medium02_2",,,
"Flamethrower - Flamethrower - Break - Medium03_2",,,
"Flamethrower - Flamethrower - Impact - Heavy01_2",,,
"Flamethrower - Flamethrower - Impact - Heavy02_2",,,
"Flamethrower - Flamethrower - Impact - Heavy03_2",,,
"Flamethrower - Flamethrower - Impact - Light01_2",,,
"Flamethrower - Flamethrower - Impact - Light02_2",,,
"Flamethrower - Flamethrower - Impact - Light03_2",,,
"Flamethrower - Flamethrower - Impact - Medium01_2",,,
"Flamethrower - Flamethrower - Impact - Medium02_2",,,
"Flamethrower - Flamethrower - Impact - Medium03_2",,,
"FlashlightOff",,,
"FlashlightOn",,,
"Flesh Medium - Impact - Heavy01",,,
"Flesh Medium - Impact - Heavy02",,,
"Flesh Medium - Impact - Heavy03",,,
"Flesh Medium - Impact - Light01",,,
"Flesh Medium - Impact - Light02",,,
"Flesh Medium - Impact - Light03",,,
"Flesh Medium - Impact - Medium01",,,
"Flesh Medium - Impact - Medium02",,,
"Flesh Medium - Impact - Medium03",,,
"footstep broken tiles heavy01",,,
"footstep broken tiles heavy02",,,
"footstep broken tiles heavy03",,,
"footstep broken tiles light01",,,
"footstep broken tiles light02",,,
"footstep broken tiles light03",,,
"footstep broken tiles medium01",,,
"footstep broken tiles medium02",,,
"footstep broken tiles medium03",,,
"footstep catwalk heavy01",,,
"footstep catwalk heavy02",,,
"footstep catwalk heavy03",,,
"footstep catwalk light01",,,
"footstep catwalk light02",,,
"footstep catwalk light03",,,
"footstep catwalk medium01",,,
"footstep catwalk medium02",,,
"footstep catwalk medium03",,,
"footstep garbage light01",,,
"footstep garbage light02",,,
"footstep garbage light03",,,
"footstep garbage medium01",,,
"footstep garbage medium02",,,
"footstep garbage medium03",,,
"footstep gravel heavy01",,,
"footstep gravel heavy02",,,
"footstep gravel heavy03",,,
"footstep gravel light01",,,
"footstep gravel light02",,,
"footstep gravel light03",,,
"footstep rubble light01",,,
"footstep rubble light02",,,
"footstep rubble light03",,,
"footstep rubble medium01",,,
"footstep rubble medium02",,,
"footstep rubble medium03",,,
"footstep rug light01",,,
"footstep rug light02",,,
"footstep rug light03",,,
"footstep snow medium01",,,
"footstep snow medium02",,,
"footstep snow medium03",,,
"footstep stone light01",,,
"footstep stone light02",,,
"footstep stone light03",,,
"footstep stone medium01",,,
"footstep stone medium02",,,
"footstep stone medium03",,,
"footstep stone medium04",,,
"footstep stone medium05",,,
"footstep tarp heavy01",,,
"footstep tarp heavy02",,,
"footstep tarp heavy03",,,
"footstep tarp light01",,,
"footstep tarp light02",,,
"footstep tarp light03",,,
"footstep tarp medium01",,,
"footstep tarp medium02",,,
"footstep tarp medium03",,,
"footstep tile  light01",,,
"footstep tile  light02",,,
"footstep tile  light03",,,
"footstep tile medium01",,,
"footstep tile medium02",,,
"footstep tile medium03",,,
"footstep vent medium rare01",,,
"footstep vent medium01",,,
"footstep vent medium02",,,
"footstep vent medium03",,,
"footstep water heavy01",,,
"footstep water heavy02",,,
"footstep water heavy03",,,
"footstep water light01",,,
"footstep water light02",,,
"footstep water light03",,,
"footstep wet metal01",,,
"footstep wet metal02",,,
"footstep wet metal03",,,
"footstep wood heavy01",,,
"footstep wood heavy02",,,
"footstep wood heavy03",,,
"footstep wood heavy04",,,
"footstep wood heavy05",,,
"footstep wood heavy06",,,
"footstep wood light01",,,
"footstep wood light02",,,
"footstep wood light03",,,
"footstep wood light04",,,
"footstep wood light05",,,
"footstep wood light06",,,
"footstep wood medium01",,,
"footstep wood medium02",,,
"footstep wood medium03",,,
"footstep wood medium04",,,
"footstep wood medium05",,,
"footstep wood medium06",,,
"FootstepConcrete01",,,
"FootstepConcrete02",,,
"FootstepConcrete03",,,
"fridge close heavy01",,,
"fridge close heavy02",,,
"fridge close heavy03",,,
"fridge close01",,,
"fridge close02",,,
"fridge close03",,,
"fridge loop","[fridge humming]",,
"fridge open01",,,
"fridge open02",,,
"fridge open03",,,
"frying pan hit","[frying pan hitting]",,
"garbage bin close heavy01",,,
"garbage bin close01",,,
"garbage bin hinge break01",,,
"garbage bin open01",,,
"garbage bin slide loop",,,
"garbage impact heavy01",,,
"garbage impact heavy02",,,
"garbage impact heavy03",,,
"garbage impact light01",,,
"garbage impact light02",,,
"garbage impact light03",,,
"garbage impact medium01",,,
"garbage impact medium02",,,
"garbage impact medium03",,,
"geiger big loop","[large geiger sound]",,
"geiger loop","[geiger sound]",,
"Gem Burger - Break - Heavy01",,,
"Gem Burger - Break - Heavy02",,,
"Gem Burger - Break - Heavy03",,,
"Gem Burger - Break - Light01",,,
"Gem Burger - Break - Light02",,,
"Gem Burger - Break - Light03",,,
"Gem Burger - Break - Medium01",,,
"Gem Burger - Break - Medium02",,,
"Gem Burger - Break - Medium03",,,
"Gem Burger - Destroy01","[gem burger breaking]",,
"Gem Burger - Impact - Heavy01",,,
"Gem Burger - Impact - Heavy02",,,
"Gem Burger - Impact - Heavy03",,,
"Gem Burger - Impact - Light01",,,
"Gem Burger - Impact - Light02",,,
"Gem Burger - Impact - Light03",,,
"Gem Burger - Impact - Medium01",,,
"Gem Burger - Impact - Medium02",,,
"Gem Burger - Impact - Medium03",,,
"generic blunt  deflect01",,,
"generic blunt  deflect02",,,
"generic blunt  deflect03",,,
"generic metal deflect01",,,
"generic metal deflect02",,,
"generic metal deflect03",,,
"generic phys impact01",,,
"generic phys impact01_0",,,
"generic phys impact02",,,
"generic phys impact02_0",,,
"generic phys impact03",,,
"generic phys impact03_0",,,
"Glass Big - Break - Heavy01",,,
"Glass Big - Break - Heavy02",,,
"Glass Big - Break - Heavy03",,,
"Glass Liquid Big - Break - Heavy01",,,
"Glass Liquid Big - Break - Heavy02",,,
"Glass Liquid Big - Break - Heavy03",,,
"Glass Liquid Big - Break - Light01",,,
"Glass Liquid Big - Break - Light02",,,
"Glass Liquid Big - Break - Light03",,,
"Glass Liquid Big - Break - Medium01",,,
"Glass Liquid Big - Break - Medium02",,,
"Glass Liquid Big - Break - Medium03",,,
"Glass Liquid Big - Destroy01","[glassy object breaking]",,
"Glass Liquid Big - Destroy02","[glassy object breaking]",,
"Glass Liquid Big - Destroy03","[glassy object breaking]",,
"Glass Liquid Big - Impact - Heavy01",,,
"Glass Liquid Big - Impact - Heavy02",,,
"Glass Liquid Big - Impact - Heavy03",,,
"Glass Liquid Big - Impact - Light01",,,
"Glass Liquid Big - Impact - Light02",,,
"Glass Liquid Big - Impact - Light03",,,
"Glass Liquid Big - Impact - Medium01",,,
"Glass Liquid Big - Impact - Medium02",,,
"Glass Liquid Big - Impact - Medium03",,,
"Glass Liquid Medium - Break - Heavy01",,,
"Glass Liquid Medium - Break - Heavy02",,,
"Glass Liquid Medium - Break - Heavy03",,,
"Glass Liquid Medium - Break - Light01",,,
"Glass Liquid Medium - Break - Light02",,,
"Glass Liquid Medium - Break - Light03",,,
"Glass Liquid Medium - Break - Medium01",,,
"Glass Liquid Medium - Break - Medium02",,,
"Glass Liquid Medium - Break - Medium03",,,
"Glass Liquid Medium - Destroy01","[glassy object breaking]",,
"Glass Liquid Medium - Destroy02","[glassy object breaking]",,
"Glass Liquid Medium - Destroy03","[glassy object breaking]",,
"Glass Liquid Medium - Impact - Heavy01",,,
"Glass Liquid Medium - Impact - Heavy02",,,
"Glass Liquid Medium - Impact - Heavy03",,,
"Glass Liquid Medium - Impact - Light01",,,
"Glass Liquid Medium - Impact - Light02",,,
"Glass Liquid Medium - Impact - Light03",,,
"Glass Liquid Medium - Impact - Medium01",,,
"Glass Liquid Medium - Impact - Medium02",,,
"Glass Liquid Medium - Impact - Medium03",,,
"Glass Medium - Break - Heavy01",,,
"Glass Medium - Break - Heavy02",,,
"Glass Medium - Break - Heavy03",,,
"Glass Medium - Break - Light01",,,
"Glass Medium - Break - Light02",,,
"Glass Medium - Break - Light03",,,
"Glass Medium - Break - Medium01",,,
"Glass Medium - Break - Medium02",,,
"Glass Medium - Break - Medium03",,,
"Glass Medium - Destroy01","[glassy object breaking]",,
"Glass Medium - Destroy02","[glassy object breaking]",,
"Glass Medium - Destroy03","[glassy object breaking]",,
"Glass Medium - Impact - Heavy01",,,
"Glass Medium - Impact - Heavy02",,,
"Glass Medium - Impact - Heavy03",,,
"Glass Medium - Impact - Light01",,,
"Glass Medium - Impact - Light02",,,
"Glass Medium - Impact - Light03",,,
"Glass Medium - Impact - Medium01",,,
"Glass Medium - Impact - Medium02",,,
"Glass Medium - Impact - Medium03",,,
"Gnome - Destroy01","[gnome object breaking]",,
"Gnome - Destroy02","[gnome object breaking]",,
"Gnome - Destroy03","[gnome object breaking]",,
"Gnome - Impact - Heavy01",,,
"Gnome - Impact - Heavy02",,,
"Gnome - Impact - Heavy03",,,
"Gnome - Impact - Light01",,,
"Gnome - Impact - Light02",,,
"Gnome - Impact - Light03",,,
"Gnome - Impact - Medium01",,,
"Gnome - Impact - Medium02",,,
"Gnome - Impact - Medium03",,,
"Golden Swirl - Break - Light01",,,
"Golden Swirl - Break - Light02",,,
"Golden Swirl - Break - Light03",,,
"Golden Swirl - Destroy01","[golden swirl breaking]",,
"Golden Swirl - Impact - Heavy01",,,
"Golden Swirl - Impact - Heavy02",,,
"Golden Swirl - Impact - Heavy03",,,
"Golden Swirl - Impact - Light01",,,
"Golden Swirl - Impact - Light02",,,
"Golden Swirl - Impact - Light03",,,
"Golden Swirl - Impact - Medium01",,,
"Golden Swirl - Impact - Medium02",,,
"Golden Swirl - Impact - Medium03",,,
"gramophone end scratch","[gramophone scratch ending]",,
"gramophone music","[gramophone music playing]",,
"gramophone start scratch","[gramophone scratch starting]",,
"grenade countdown","[grenade countdown sound]",,
"grenade duck explosion global","[explosion!]",,
"grenade duck explosion","[explosion!]",,
"grenade duck loop",,,
"grenade duct taped cluster global01",,,
"grenade duct taped cluster global02",,,
"grenade duct taped cluster global03",,,
"grenade duct taped cluster01",,,
"grenade duct taped cluster02",,,
"grenade duct taped cluster03",,,
"grenade duct taped initial explosion global",,,
"grenade duct taped initial explosion",,,
"grenade pin","[grenade pin releasing]",,
"grenade shockwave countdown","[grenade shockwave countdown sound]",,
"grenade shockwave explosion global01",,,
"grenade shockwave explosion global02",,,
"grenade shockwave explosion global03",,,
"grenade shockwave explosion01","[shockwave explosion]",,
"grenade shockwave explosion02","[shockwave explosion]",,
"grenade shockwave explosion03","[shockwave explosion]",,
"grenade stun countdown","[grenade stun countdown sound]",,
"grenade stun explosion","[grenade stun explosion]",,
"grenade stun tinnitus",,,
"Gross - Break - Light01",,,
"Gross - Break - Light02",,,
"Gross - Break - Light03",,,
"Gross - Break - Medium01",,,
"Gross - Break - Medium02",,,
"Gross - Break - Medium03",,,
"Gross - Destroy01","[gross object breaking]",,
"Gross - Impact - Heavy01",,,
"Gross - Impact - Heavy02",,,
"Gross - Impact - Heavy03",,,
"Gross - Impact - Light01",,,
"Gross - Impact - Light02",,,
"Gross - Impact - Light03",,,
"Gross - Impact - Medium01",,,
"Gross - Impact - Medium02",,,
"Gross - Impact - Medium03",,,
"Guitar - Break - Heavy01",,,
"Guitar - Break - Heavy02",,,
"Guitar - Break - Heavy03",,,
"Guitar - Break - Light01",,,
"Guitar - Break - Light02",,,
"Guitar - Break - Light03",,,
"Guitar - Break - Medium01",,,
"Guitar - Break - Medium02",,,
"Guitar - Break - Medium03",,,
"Guitar - Destroy01","[guitar breaking]",,
"Guitar - Destroy02","[guitar breaking]",,
"Guitar - Destroy03","[guitar breaking]",,
"Guitar - Impact - Heavy01",,,
"Guitar - Impact - Heavy02",,,
"Guitar - Impact - Heavy03",,,
"Guitar - Impact - Light01",,,
"Guitar - Impact - Light02",,,
"Guitar - Impact - Light03",,,
"Guitar - Impact - Medium01",,,
"Guitar - Impact - Medium02",,,
"Guitar - Impact - Medium03",,,
"Gun Small - Destroy01","[gun breaking]",,
"Gun Small - Destroy02","[gun breaking]",,
"Gun Small - Destroy03","[gun breaking]",,
"Gun Small - Impact - Heavy01",,,
"Gun Small - Impact - Heavy02",,,
"Gun Small - Impact - Heavy03",,,
"Gun Small - Impact - Light01",,,
"Gun Small - Impact - Light02",,,
"Gun Small - Impact - Light03",,,
"Gun Small - Impact - Medium01",,,
"Gun Small - Impact - Medium02",,,
"Gun Small - Impact - Medium03",,,
"gun trigger",,,
"Harp - Break - Heavy01",,,
"Harp - Break - Heavy02",,,
"Harp - Break - Heavy03",,,
"Harp - Break - Light01",,,
"Harp - Break - Light02",,,
"Harp - Break - Light03",,,
"Harp - Break - Medium01",,,
"Harp - Break - Medium02",,,
"Harp - Break - Medium03",,,
"Harp - Destroy01","[harp object breaking]",,
"Harp - Destroy02","[harp objectbreaking]",,
"Harp - Destroy03","[harp object breaking]",,
"Harp - Impact - Heavy01",,,
"Harp - Impact - Heavy02",,,
"Harp - Impact - Heavy03",,,
"Harp - Impact - Light01",,,
"Harp - Impact - Light02",,,
"Harp - Impact - Light03",,,
"Harp - Impact - Medium01",,,
"Harp - Impact - Medium02",,,
"Harp - Impact - Medium03",,,
"Harp String01",,,
"Harp String02",,,
"Harp String03",,,
"Harp String04",,,
"Harp String05",,,
"Harp String06",,,
"Harp String07",,,
"Harp String08",,,
"Harp String09",,,
"Harp String10",,,
"Harp String11",,,
"Harp String12",,,
"Harp String13",,,
"Harp String14",,,
"Harp String15",,,
"headman bite end01","[headman biting]",,
"headman bite end02","[headman biting]",,
"headman bite end03","[headman biting]",,
"headman bite start01","[headman biting]",,
"headman bite start02","[headman biting]",,
"headman bite start03","[headman biting]",,
"headman chase begin global",,,
"headman chase begin to chase",,,
"headman chase begin",,,
"headman chase loop 2",,,
"headman chase loop",,,
"headman chase to idle",,,
"headman cutscene bite first",,,
"headman cutscene bite last",,,
"headman death","[headman death]",,
"headman despawn",,,
"headman hurt01",,,
"headman hurt02",,,
"headman hurt03",,,
"headman loop idle",,,
"headman move long01",,,
"headman move long02",,,
"headman move long03",,,
"headman move long04",,,
"headman move long05",,,
"headman move short01",,,
"headman move short02",,,
"headman move short03",,,
"headman move short04",,,
"headman move short05",,,
"headman spawn",,,
"headman teeth chatter01","[chattering teeth]",,
"headman teeth chatter02","[chattering teeth]",,
"headman teeth chatter03","[chattering teeth]",,
"headman teeth chatter04","[chattering teeth]",,
"headman teeth chatter05","[chattering teeth]",,
"health pack large",,,
"health pack medium",,,
"health pack reject",,,
"health pack small",,,
"Heavy Water - Destroy01","[water object breaking]",,
"Heavy Water - Impact - Heavy01",,,
"Heavy Water - Impact - Heavy02",,,
"Heavy Water - Impact - Heavy03",,,
"Heavy Water - Impact - Light01",,,
"Heavy Water - Impact - Light02",,,
"Heavy Water - Impact - Light03",,,
"Heavy Water - Impact - Light04",,,
"Heavy Water - Impact - Light05",,,
"Heavy Water - Impact - Light06",,,
"Heavy Water - Impact - Medium01",,,
"Heavy Water - Impact - Medium02",,,
"Heavy Water - Impact - Medium03",,,
"Ice Block -Break - Heavy01",,,
"Ice Block -Break - Heavy02",,,
"Ice Block -Break - Heavy03",,,
"Ice Block -Break - Light01",,,
"Ice Block -Break - Light02",,,
"Ice Block -Break - Light03",,,
"Ice Block -Break - Medium01",,,
"Ice Block -Break - Medium02",,,
"Ice Block -Break - Medium03",,,
"Ice Block -Destroy01","[ice block breaking]",,
"Ice Block -Destroy02","[ice block breaking]",,
"Ice Block -Destroy03","[ice block breaking]",,
"Ice Block -Impact - Heavy01",,,
"Ice Block -Impact - Heavy02",,,
"Ice Block -Impact - Heavy03",,,
"Ice Block -Impact - Light01",,,
"Ice Block -Impact - Light02",,,
"Ice Block -Impact - Light03",,,
"Ice Block -Impact - Medium01",,,
"Ice Block -Impact - Medium02",,,
"Ice Block -Impact - Medium03",,,
"inflatable hammer hit01","[hammer hitting]",,
"inflatable hammer hit02","[hammer hitting]",,
"inflatable hammer hit03","[hammer hitting]",,
"inflatable hammer swing01",,,
"inflatable hammer swing02",,,
"inflatable hammer swing03",,,
"item cannon buildup pull back hit",,,
"item cannon buildup pull back",,,
"item cannon generic boot down",,,
"item cannon generic boot up",,,
"item cannon handle grab",,,
"item cannon handle let go",,,
"item cannon quick turn01",,,
"item cannon quick turn02",,,
"item cannon quick turn03",,,
"item cannon shoot global",,,
"item cannon shoot","[cannon firing]",,
"item cannon turning loop",,,
"item explosive mine arm beep","[beeping]",,
"item explosive mine armed","[explosive mine arming]",,
"item explosive mine beep unarming","[beeping]",,
"item explosive mine unarmed","[explosive mine unarming]",,
"item explosive mine warning beeps","[beeping]",,
"item handgun shoot global01",,,
"item handgun shoot global02",,,
"item handgun shoot global03",,,
"item handgun shoot01","[handgun firing]",,
"item handgun shoot02","[handgun firing]",,
"item handgun shoot03","[handgun firing]",,
"item ladder beam loop",,,
"item ladder footstep01",,,
"item ladder footstep02",,,
"item ladder footstep03",,,
"item ladder grow","[ladder extending]",,
"item ladder no battery","[ladder: no power]",,
"item ladder no grow1",,,
"item ladder off","[ladder switch toggling]",,
"item ladder on","[ladder switch toggling]",,
"item laser cannon buildup loop","[laser cannon charging]",,
"item laser cannon buildup start",,,
"item laser cannon grace01",,,
"item laser cannon grace02",,,
"item laser cannon grace03",,,
"item laser cannon laser hit loop",,,
"item laser cannon laser hit start",,,
"item laser cannon laser hit stop",,,
"item laser cannon shoot loop","[laser cannon firing]",,
"item laser cannon shoot start global",,,
"item laser cannon shoot start",,,
"item laser cannon shoot stop global",,,
"item laser cannon shoot stop",,,
"item laser gun reload close",,,
"item laser gun reload open",,,
"item laser gun shoot","[laser gun firing]",,
"item leaf blower button off","[leaf blower button sound]",,
"item leaf blower button on","[leaf blower button sound]",,
"item leaf blower loop end",,,
"item leaf blower loop start",,,
"item leaf blower loop","[leaf blower whooshing]",,
"item pulse cannon overheat",,,
"item revive item expression change01",,,
"item revive item expression change02",,,
"item revive item expression change03",,,
"item revive item propeller loop",,,
"item revive item propeller start",,,
"item revive item propeller stop",,,
"item revive item revive charge up",,,
"item revive item revive interrupt",,,
"item revive item revive zap",,,
"item revive item screen off",,,
"item revive item screen on",,,
"item revive item vo a",,,
"item revive item vo bye","[defibro]: Bye",,
"item revive item vo hello","[defibro]: Hello",,
"item revive item vo hello2","[defibro]: Hello",,
"item revive item vo hello3","[defibro]: Hello",,
"item revive item vo hm","[defibro]: Hm",,
"item revive item vo hmm sad","[defibro]: Hmmm...",,
"item revive item vo hmm sad2","[defibro]: Hmmm...",,
"item revive item vo hmm sad3","[defibro]: Hmmm...",,
"item revive item vo hmm","[defibro]: Hmmm...",,
"item revive item vo hnng",,,
"item revive item vo laugh01","[defibro laughing]",,
"item revive item vo laugh02","[defibro laughing]",,
"item revive item vo laugh03","[defibro laughing]",,
"item revive item vo sleep","[defibro]: Zzzzzzz.....",,
"item revive item vo surprise","[defibro surprising]",,
"item revive item vo surprise2","[defibro surprising]",,
"item revive item vo surprise3","[defibro surprising]",,
"item revive item wire in",,,
"item revive item wire out",,,
"item shockwave gun shoot01","[shockwave gun firing]",,
"item shockwave gun shoot02","[shockwave gun firing]",,
"item shockwave gun shoot03","[shockwave gun firing]",,
"item shockwave mine armed","[shockwave mine arming]",,
"item shotgun shoot global01",,,
"item shotgun shoot global02",,,
"item shotgun shoot global03",,,
"item shotgun shootl01","[shotgun firing]",,
"item shotgun shootl02","[shotgun firing]",,
"item shotgun shootl03","[shotgun firing]",,
"item staff torque charge loop",,,
"item staff torque launch charge",,,
"item staff torque launch",,,
"item staff torque loaded charge up",,,
"item staff torque loaded high loop",,,
"item staff torque loaded low loop",,,
"item staff torque loaded",,,
"item stun baton electric swing loop","[stun baton zaps]",,
"item stun baton swing01",,,
"item stun baton swing02",,,
"item stun baton swing03",,,
"item stun gun shoot01","[stun gun firing]",,
"item stun gun shoot02","[stun gun firing]",,
"item stun gun shoot03","[stun gun firing]",,
"item stun mine armed","[trapzap arming]",,
"item stun mine arming beep","[trapzap beeping]",,
"item stun mine teeth chomp01","[trapzap chomping]",,
"item stun mine teeth chomp02","[trapzap chomping]",,
"item stun mine teeth chomp03","[trapzap chomping]",,
"item stun mine unarmed","[trapzap unarming]",,
"item stun mine unarming beep","[trapzap beeping]",,
"item stun mine warning","[trapzap warning sound]",,
"item tranq gun cloud01",,,
"item tranq gun cloud02",,,
"item tranq gun cloud03",,,
"item tranq gun shootl01","[tranq gun firing]",,
"item tranq gun shootl02","[tranq gun firing]",,
"item tranq gun shootl03","[tranq gun firing]",,
"item valuable box absorb",,,
"item valuable box error","[valuable box error sound]",,
"item valuable box open","[valuable box opening]",,
"item valuable box success","[valuable box success sound]",,
"item vehicle drifting level 1 boost",,,
"item vehicle drifting level 1 loop",,,
"item vehicle drifting level 1 start",,,
"item vehicle drifting level 2 boost",,,
"item vehicle drifting level 2 loop",,,
"item vehicle drifting level 2 start",,,
"item vehicle drifting level 3 boost",,,
"item vehicle drifting level 3 loop",,,
"item vehicle drifting level 3 start",,,
"item vehicle drifting loop",,,
"item vehicle drifting start",,,
"item vehicle drifting stopt",,,
"item vehicle engine hyperspace loop",,,
"item vehicle engine loop",,,
"item vehicle engine start",,,
"item vehicle engine wind down",,,
"item vehicle fix",,,
"item vehicle hit enemy heavy heavy global",,,
"item vehicle hit enemy heavy01",,,
"item vehicle hit enemy heavy02",,,
"item vehicle hit enemy heavy03",,,
"item vehicle hit enemy medium01",,,
"item vehicle hit enemy medium02",,,
"item vehicle hit enemy medium03",,,
"item vehicle hit enemy small01",,,
"item vehicle hit enemy small02",,,
"item vehicle hit enemy small03",,,
"item vehicle hit wall heavy01",,,
"item vehicle hit wall heavy02",,,
"item vehicle hit wall heavy03",,,
"item vehicle hit wall medium01",,,
"item vehicle hit wall medium02",,,
"item vehicle hit wall medium03",,,
"item vehicle hit wall small01",,,
"item vehicle hit wall small02",,,
"item vehicle hit wall small03",,,
"item vehicle horn","[horns]",,
"item vehicle tumbled end",,,
"item vehicle tumbled loop",,,
"item vehicle tumbled start",,,
"item vehicle tumbled warning beep",,,
"item walkietalkie arm move01",,,
"item walkietalkie arm move02",,,
"item walkietalkie arm move03",,,
"item walkietalkie calling busy",,,
"item walkietalkie calling",,,
"item walkietalkie deny",,,
"item walkietalkie eye move01",,,
"item walkietalkie eye move02",,,
"item walkietalkie eye move03",,,
"item walkietalkie interference breaker01",,,
"item walkietalkie interference breaker02",,,
"item walkietalkie interference breaker03",,,
"item walkietalkie interference inside loop",,,
"item walkietalkie interference loop",,,
"item walkietalkie neck move01",,,
"item walkietalkie neck move02",,,
"item walkietalkie neck move03",,,
"item walkietalkie ringtone",,,
"item walkietalkie tune in01",,,
"item walkietalkie tune in02",,,
"item walkietalkie tune in03",,,
"item walkietalkie wire retract",,,
"item walkietalkie wire shoot",,,
"laser cannon - Destroy01",,,
"laser cannon - Impact - Heavy01",,,
"laser cannon - Impact - Heavy02",,,
"laser cannon - Impact - Heavy03",,,
"laser cannon - Impact - Light01",,,
"laser cannon - Impact - Light02",,,
"laser cannon - Impact - Light03",,,
"laser cannon - Impact - Medium01",,,
"laser cannon - Impact - Medium02",,,
"laser cannon - Impact - Medium03",,,
"level lights turn off","[lights off]","true",
"Level Music - Arctic - 01 #2",,,
"Level Music - Arctic - 02 #2",,,
"Level Music - Arctic - 03 #2",,,
"Level Music - Arctic - 04 #2",,,
"Level Music - Arctic - 05",,,
"Level Music - Manor - 01 #2",,,
"Level Music - Manor - 02 #2",,,
"Level Music - Manor - 03 #2",,,
"Level Music - Manor - 04",,,
"Level Music - Manor - 05",,,
"Level Music - Museum - 01",,,
"Level Music - Museum - 02",,,
"Level Music - Museum - 03",,,
"Level Music - Museum - 04",,,
"Level Music - Wizard - 01",,,
"Level Music - Wizard - 02",,,
"Level Music - Wizard - 03",,,
"Level Music - Wizard - 04",,,
"Level Music - Wizard - 05",,,
"loading ui crash","[truck crashs]","true",
"loading ui rev up","[truck revving]","true",
"loading ui text level",,,
"loading ui text name",,,
"loading ui turn","[truck turning]","true",
"material impact catwalk heavy01",,,
"material impact catwalk heavy02",,,
"material impact catwalk heavy03",,,
"material impact catwalk light01",,,
"material impact catwalk light02",,,
"material impact catwalk light03",,,
"material impact catwalk Medium01",,,
"material impact catwalk Medium02",,,
"material impact catwalk Medium03",,,
"material impact grass heavy01",,,
"material impact grass heavy02",,,
"material impact grass heavy03",,,
"material impact grass light01",,,
"material impact grass light02",,,
"material impact grass light03",,,
"material impact grass medium01",,,
"material impact grass medium02",,,
"material impact grass medium03",,,
"material impact rug heavy01",,,
"material impact rug heavy02",,,
"material impact rug heavy03",,,
"material impact rug light01",,,
"material impact rug light02",,,
"material impact rug light03",,,
"material impact rug medium01",,,
"material impact rug medium02",,,
"material impact rug medium03",,,
"material impact stone heavy01",,,
"material impact stone heavy02",,,
"material impact stone heavy03",,,
"material impact stone light01",,,
"material impact stone light02",,,
"material impact stone light03",,,
"material impact stone medium01",,,
"material impact stone medium02",,,
"material impact stone medium03",,,
"material impact tile heavy01",,,
"material impact tile heavy02",,,
"material impact tile heavy03",,,
"material impact tile light01",,,
"material impact tile light02",,,
"material impact tile light03",,,
"material impact tile medium01",,,
"material impact tile medium02",,,
"material impact tile medium03",,,
"material impact water heavy01",,,
"material impact water heavy02",,,
"material impact water heavy03",,,
"material impact water light01",,,
"material impact water light02",,,
"material impact water light03",,,
"material impact water medium01",,,
"material impact water medium02",,,
"material impact water medium03",,,
"material impact wood heavy01",,,
"material impact wood heavy02",,,
"material impact wood heavy03",,,
"material impact wood light01",,,
"material impact wood light02",,,
"material impact wood light03",,,
"material impact wood medium01",,,
"material impact wood medium02",,,
"material impact wood medium03",,,
"material slide beam loop",,,
"material slide grass",,,
"material slide grass01",,,
"material slide grass02",,,
"material slide gravel loop",,,
"material slide gravel01",,,
"material slide gravel02",,,
"material slide gravel03",,,
"material slide rubble loop",,,
"material slide rubble01",,,
"material slide rubble02",,,
"material slide rubble03",,,
"material slide rug01",,,
"material slide rug02",,,
"material slide rug03",,,
"material slide stone loop",,,
"material slide stone01",,,
"material slide stone02",,,
"material slide stone03",,,
"material slide tarp loop",,,
"material slide tarp01",,,
"material slide tarp02",,,
"material slide tarp03",,,
"material slide tile01",,,
"material slide tile02",,,
"material slide tile03",,,
"material slide water loop",,,
"material slide water01",,,
"material slide water02",,,
"material slide water03",,,
"material slide wood01",,,
"material slide wood02",,,
"material slide wood03",,,
"material_wood rare01",,,
"material_wood rare02",,,
"material_wood rare03",,,
"melee generic swing medium01",,,
"melee generic swing medium02",,,
"melee generic swing medium03",,,
"melee sword hit01","[sword hit]",,
"melee sword hit02","[sword hit]",,
"melee sword hit03","[sword hit]",,
"melee sword swing long01",,,
"melee sword swing long02",,,
"melee sword swing long03",,,
"melee sword swing short01",,,
"melee sword swing short02",,,
"melee sword swing short03",,,
"menu action",,,
"menu confirm",,,
"menu deny",,,
"menu dud",,,
"menu hover",,,
"menu page close",,,
"menu page outro",,,
"menu tick",,,
"menu truck body rustle long01",,,
"menu truck body rustle long02",,,
"menu truck body rustle long03",,,
"menu truck body rustle short01",,,
"menu truck body rustle short02",,,
"menu truck body rustle short03",,,
"menu truck engine loop",,,
"menu truck fire pass swerve01",,,
